idx,종목코드,회사명,현재가,발행주식수,자사주,매출_16,매출_17,매출_18,매출_19,매출_20,매출_21,매출_22,매출_23,영이_16,영이_17,영이_18,영이_19,영이_20,영이_21,영이_22,영이_23,당순_16,당순_17,당순_18,당순_19,당순_20,당순_21,당순_22,당순_23,자산_16,자산_17,자산_18,자산_19,자산_20,자산_21,자산_22,자산_23,부채_16,부채_17,부채_18,부채_19,부채_20,부채_21,부채_22,부채_23,자본_16,자본_17,자본_18,자본_19,자본_20,자본_21,자본_22,자본_23,지배_16,지배_17,지배_18,지배_19,지배_20,지배_21,지배_22,지배_23,자본금_16,자본금_17,자본금_18,자본금_19,자본금_20,자본금_21,자본금_22,자본금_23,ROA_16,ROA_17,ROA_18,ROA_19,ROA_20,ROA_21,ROA_22,ROA_23,ROE_16,ROE_17,ROE_18,ROE_19,ROE_20,ROE_21,ROE_22,ROE_23,EPS_16,EPS_17,EPS_18,EPS_19,EPS_20,EPS_21,EPS_22,EPS_23,PER_16,PER_17,PER_18,PER_19,PER_20,PER_21,PER_22,PER_23,PBR_16,PBR_17,PBR_18,PBR_19,PBR_20,PBR_21,PBR_22,PBR_23,발주_16,발주_17,발주_18,발주_19,발주_20,발주_21,발주_22,발주_23
931,169330,엠브레인 (*),"8,230/ -70","8,968,459/ 0",0,123,300,351,391,411, , , ,8,14,38,26,46, , , ,5,7,28,20,39, , , ,146,163,168,173,342, , , ,68,77,65,72,116, , , ,77,86,102,101,226, , , ,77,86,102,101,226, , , ,23,23,25,38,45, , , ,3.75,4.68,17.16,11.44,14.95, , , ,7.2,8.85,30.18,19.16,23.53, , , ,77,103,400,262,511, , , , , , , , , , , , , , , , , , , ,"7,025","7,025","7,366","7,501","8,968", , , 
932,229000,젠큐릭스 (*),"20,950/ -400","6,554,218/ 407,239",0,6,0,3,1,16, , , ,-79,-63,-57,-66,-93, , , ,-88,-68,-57,-92,330, , , ,119,74,104,24,640, , , ,10,10,13,22,101, , , ,109,64,91,2,539, , , ,109,64,91,2,534, , , ,23,24,27,27,32, , , ,-83.43,N/A(IFRS),-64.52,-143.49,99.34, , , ,-100.65,N/A(IFRS),-73.72,-197.47,123.7, , , ,"-2,055","-1,458","-1,136","-1,699","5,607", , , ,N/A,N/A,N/A,N/A,2.94, , , ,7.77,12.62,13.75,635.43,1.98, , , ,"4,629","4,896","5,393","5,393","6,399", , , 
933,297890,HB솔루션 (*),"29,250/ +250","16,395,204/ 0","631,400",295,277,496,469,211,"1,100","2,037", ,25,77,120,109,-18,92,306, ,25,51,104,74,-23,76,220, ,250,221,397,536,660, , , ,189,67,213,233,206, , , ,61,154,183,303,454, , , ,61,154,183,303,454, , , ,20,24,12,24,36, , , ,14.77,N/A(IFRS),33.77,15.82,-3.8,11.51, , ,50.01,N/A(IFRS),61.87,30.35,-6.01,16.74, , ,305,637,"1,442","1,138",-291,602,"1,342", , , , , ,N/A,48.61,21.8, , , , , ,3.05, , , ,"6,400","6,400","4,655","4,847","7,109", , , 
934,351320,IBKS제14호스팩 (*),"3,860/ +475","4,330,000/ 0","265,427", , , , ,0, , , , , , , ,0, , , , , , , ,0, , , , , , , ,98, , , , , , , ,16, , , , , , , ,83, , , , , , , ,83, , , , , , , ,4, , , , , , , , , , , , , , , , , , , , , , , ,-13, , , , , , , ,N/A, , , , , , , ,1.12, , , , , , , ,"4,330", , , 
935,298060,에스씨엠생명과학 (*),"29,650/ -600","12,021,854/ 0","22,500",0,0,0,2,3, , , ,-40,-53,-86,-122,-161, , , ,-40,-17,-401,-426,-96, , , ,113,64,439,410,763, , , ,184,151,885,242,132, , , ,-71,-87,-446,169,631, , , ,-71,-87,-446,169,631, , , ,8,8,9,46,59, , , ,-48.17,-19.62,-159.43,-100.25,-16.42, , , ,완전잠식,완전잠식,완전잠식,완전잠식,-24.1, , , ,-662,-280,"-5,327","-4,384",-878, , , , , , , ,N/A, , , , , , , ,9.29, , , ,"3,282","3,282","3,620","9,173","11,875", , , 
936,353190,휴럼 (*),"2,400/ -135","36,440,420/ 0",0,188,452,484,667,768, , , ,-16,35,-25,51,74, , , ,-96,35,-22,27,21, , , ,103,188,203,322,389, , , ,11,60,199,291,320, , , ,92,127,4,31,69, , , ,92,127,4,31,69, , , ,22,22,18,18,19, , , ,-65.47,24.35,N/A(IFRS),10.34,5.83, , , ,-70.46,32.33,N/A(IFRS),161.64,41.13, , , ,-311,114,-70,92,66, , , , , , , , , , , , , , , , , , , ,"26,555","26,555","26,555","26,555","27,683", , , 
937,353810,이지바이오 (*),"6,990/ +240","34,191,720/ 0",0, , , , ,881, , , , , , , ,152, , , , , , , ,104, , , , , , , ,898, , , , , , , ,558, , , , , , , ,340, , , , , , , ,340, , , , , , , ,34, , , , , , , , , , , , , , , , , , , , , , , ,305, , , , , , , ,20.33, , , , , , , ,6.2, , , , , , , ,"34,192", , , 
938,223250,드림씨아이에스 (*),"16,950/ +150","5,659,054/ 0","5,880",155,160,192,221,235, , , ,-48,-11,36,43,48, , , ,-48,-11,34,42,49, , , ,141,135,176,250,486, , , ,102,107,111,143,121, , , ,39,28,65,107,365, , , ,39,28,65,107,365, , , ,5,5,5,20,28, , , ,-33.17,-8.09,21.96,19.49,13.19, , , ,-76.14,-33.12,73.29,48.11,20.56, , , ,"-1,204",-278,849,"1,032",976, , , , , , , ,19.93, , , , , , , ,2.97, , , ,"4,024","4,024","4,024","4,024","5,566", , , 
939,349720,이베스트스팩5호 (*),"2,225/ -25","3,620,000/ 0",0, , , , ,0, , , , , , , ,0, , , , , , , ,0, , , , , , , ,87, , , , , , , ,15, , , , , , , ,72, , , , , , , ,72, , , , , , , ,4, , , , , , , , , , , , , , , , , , , , , , , ,-8, , , , , , , ,N/A, , , , , , , ,1.02, , , , , , , ,"3,620", , , 
940,347140,케이프이에스제4호 (*),"2,300/ -40","3,009,000/ 0",0, , , , ,0, , , , , , , ,0, , , , , , , ,0, , , , , , , ,59, , , , , , , ,4, , , , , , , ,54, , , , , , , ,54, , , , , , , ,3, , , , , , , , , , , , , , , , , , , , , , , ,2, , , , , , , ,"1,259.65", , , , , , , ,1.14, , , , , , , ,"3,009", , , 
941,198080,엔피디 (*),"4,345/ -45","21,535,185/ 0",0,"1,477","1,518","2,593","3,087","2,331","2,500", , ,71,107,159,262,83,80, , ,40,71,86,161,-50, , , ,513,"1,329","1,217","1,708","1,758", , , ,394,"1,080",910,"1,226",929, , , ,118,249,307,482,829, , , ,74,242,307,482,829, , , ,16,69,69,69,108, , , ,9.51,7.72,6.73,11.01,-2.87, , , ,66.9,41,31.2,40.8,-7.59,8.45, , ,"1,271",653,621,"1,167",-247,325, , , , , , ,N/A,13.37, , , , , , ,1.13, , , ,"3,200","13,800","13,800","13,800","21,535", , , 
942,237820,플레이디 (*),"9,970/ -30","12,827,140/ 0","20,000",314,360,347,386,293, , , ,67,100,70,88,11, , , ,49,77,60,66,15, , , ,849,912,900,973,"1,199", , , ,638,631,558,569,494, , , ,211,282,342,404,704, , , ,211,282,342,404,704, , , ,3,3,3,45,64, , , ,6.36,8.78,6.66,7.04,1.37, , , ,24.5,31.38,19.38,17.67,2.68, , , ,350,856,669,730,122, , , , , , , ,67.47, , , , , , , ,1.5, , , ,"9,027","9,027","9,027","9,027","12,827", , , 
943,340350,SK6호스팩 (*),"2,250/ +10","5,710,000/ 0",0, , , ,0,0, , , , , , ,0,0, , , , , , ,0,0, , , , , , ,20,129, , , , , , ,16,16, , , , , , ,4,113, , , , , , ,4,113, , , , , , ,0,6, , , , , , , ,0.23, , , , , , , ,0.3, , , , , , ,-100,4, , , , , , , ,553.13, , , , , , , ,1.03, , , , , , ,210,"5,710", , , 
944,92190,서울바이오시스 (*),"17,500/ +0","38,223,653/ 0","246,099","2,781","3,867","3,864","3,506","4,313","5,286","6,018","6,770",114,294,167,103,274,506,544,651,41,130,36,15,196,421,436,444,"3,317","3,494","4,140","5,791","5,829","6,623","6,998","7,398","2,388","2,080","2,530","3,916","3,635","3,969","4,129","4,304",928,"1,414","1,610","1,875","2,193","2,654","2,869","3,094","1,118","1,537","1,548","1,593","1,756","1,987","2,202","2,427",171,181,181,181,191,191,191,191,1.17,3.83,0.94,0.29,3.38,6.76,6.4,6.17,8.64,12.31,3.48,3.37,6.51,13.62,12.89,12.01,275,476,148,147,288,667,706,727, , , ,86.43,66.87,26.23,24.77,24.06, , , ,2.88,4.19,3.37,3.04,2.76,"34,289","36,164","36,164","36,164","38,224", , , 
945,204270,제이앤티씨 (*),"9,830/ -110","57,848,466/ 0","436,458","3,044","2,683","2,294","3,862","3,478","3,277","3,947","4,538",476,134,255,955,749,417,686,851,276,51,281,877,593,428,655,817,"3,433","3,423","3,611","4,436","5,506","7,446","8,479","9,724","2,144","1,628","1,562","1,513","1,619","1,657","1,714","1,782","1,289","1,795","2,049","2,923","3,887","5,789","6,765","7,942","1,289","1,795","2,049","2,923","3,887","5,789","6,765","7,942",210,259,259,259,289,344,344,344,9.38,1.48,7.99,21.79,11.94,6.61,8.22,8.98,23.86,3.28,14.63,35.27,17.43,14.28,15.55,16.01,656,98,542,"1,691","1,043","1,195","1,687","2,035", , , , ,11.02,8.23,5.83,4.83, , , , ,1.67,0.97,0.83,0.71,"42,066","51,848","51,848","51,848","57,848", , , 
946,274090,켄코아에어로스페이스 (*),"16,150/ -550","11,784,088/ 0","16,850",81,150,289,463,316,494,638,735,4,-24,-9,10,-74,-12,-2,24,1,-39,-94,-76,-93,-47,-15,15,221,420,584,743,896,"1,126","1,202","1,286",136,431,698,406,523,715,510,585,85,-10,-114,337,372,411,692,702,85,-27,-132,337,372,411,692,702,25,20,20,46,53,62,72,72,0.64,N/A(IFRS),-18.74,-11.44,-11.4,-4.65,-1.29,1.21,1.83,N/A(IFRS),완전잠식,-73.7,-26.34,-5.49,-2.72,2.15,24,-695,"-1,557",-920,-894,-185,-127,127, , , , ,N/A,N/A,N/A,126.88, , , , ,2.31,4.63,2.75,2.71,"4,067","4,067","4,067","7,642","9,153", , , 
947,294140,레몬 (*),"8,270/ -120","37,000,000/ 0","52,263",19,403,314,497,801, , , ,-51,67,-3,-79,162, , , ,-112,87,-24,-93,125, , , ,86,162,362,984,987, , , ,158,147,101,795,385, , , ,-73,14,260,189,602, , , ,-73,14,260,189,602, , , ,207,207,152,152,173, , , ,-93.41,70.19,-9.08,-13.78,12.64, , , ,완전잠식,완전잠식,-17.31,-41.22,31.49, , , ,-588,457,-90,-305,368, , , , , , , ,30.19, , , , , , , ,6.36, , , ,"19,000","19,000","30,400","30,400","34,500", , , 
948,294630,서남 (*),"3,830/ -95","20,631,160/ 0",0,14,50,49,14,14, , , ,-31,-14,-16,-44,-47, , , ,-117,-69,-14,-42,-45, , , ,105,85,107,105,160, , , ,122,36,35,45,39, , , ,-17,49,71,60,121, , , ,-17,49,71,60,121, , , ,32,69,78,84,102, , , ,N/A(IFRS),-72.21,-15.12,-39.82,-34.19, , , ,N/A(IFRS),-430.73,-24.06,-64.38,-50.26, , , ,"-2,343",-967,-99,-260,-228, , , , , , , ,N/A, , , , , , , ,6.24, , , ,"6,427","13,760","15,560","16,760","20,365", , , 
949,344050,신영스팩6호 (*),"2,425/ -130","4,305,000/ 0",0, , , ,0,0, , , , , , ,0,-2, , , , , , ,0,-1, , , , , , ,16,99, , , , , , ,14,14, , , , , , ,2,85, , , , , , ,2,85, , , , , , ,0,4, , , , , , , ,-1.52, , , , , , , ,-2.01, , , , , , ,-106,-23, , , , , , , ,N/A, , , , , , , ,1.03, , , , , , ,105,"4,305", , , 
950,65370,위세아이텍 (*),"14,300/ -450","6,575,874/ 0","209,084",171,162,165,197,249, , , ,7,11,17,29,37, , , ,8,12,15,27,34, , , ,93,107,148,179,416, , , ,33,37,63,69,168, , , ,60,70,85,111,248, , , ,60,70,85,111,248, , , ,17,17,17,17,22, , , ,7.59,11.62,11.8,16.29,11.34, , , ,13.33,17.88,19.45,27.29,18.82, , , ,151,231,300,531,527, , , , , ,11.34,16.11,22.63, , , , , ,2.01,3.88,2.82, , , ,"5,020","5,020","5,020","5,020","6,576", , , 
951,342550,케이비제20호스팩 (*),"2,230/ -5","6,501,000/ 0",0, , , ,0,0, , , , , , ,0,-1, , , , , , ,0,1, , , , , , ,20,139, , , , , , ,14,14, , , , , , ,6,124, , , , , , ,6,124, , , , , , ,1,7, , , , , , , ,0.78, , , , , , , ,0.95, , , , , , ,-22,10, , , , , , , ,202.63, , , , , , , ,1.06, , , , , , ,501,"6,501", , , 
952,341160,하나금융15호스팩 (*),"2,255/ -5","4,710,000/ 0",0, , , ,0,0, , , , , , ,0,0, , , , , , ,0,0, , , , , , ,18,107, , , , , , ,15,15, , , , , , ,3,92, , , , , , ,3,92, , , , , , ,0,5, , , , , , , ,0.68, , , , , , , ,0.9, , , , , , ,-39,10, , , , , , , ,218.04, , , , , , , ,1.07, , , , , , ,210,"4,710", , , 
953,340440,한화플러스제1호스팩 (*),"3,675/ -270","4,710,000/ 0",0, , , ,0,0, , , , , , ,0,0, , , , , , ,0,0, , , , , , ,96,96, , , , , , ,6,7, , , , , , ,90,90, , , , , , ,90,90, , , , , , ,5,5, , , , , , , ,0, , , , , , , ,0, , , , , , ,-15,0, , , , , , ,N/A,"38,204.83", , , , , , ,1.48,1.49, , , , , , ,"4,710","4,710", , , 
954,311690,천랩 (*),"46,700/ -1,500","3,909,848/ 0","390,625",30,37,39,48,53, , , ,-22,-26,-34,-45,-85, , , ,-26,-24,-31,-43,-88, , , ,170,150,128,337,734, , , ,17,18,21,29,389, , , ,153,132,108,309,345, , , ,153,132,108,309,345, , , ,16,16,16,19,19, , , ,-23.53,-14.77,-22.54,-18.66,-16.36, , , ,-27.25,-16.61,-26.19,-20.88,-26.82, , , ,-857,-738,-976,"-1,316","-2,270", , , , , , ,N/A,N/A, , , , , , ,4.64,5.78, , , ,"3,196","3,210","3,219","3,809","3,892", , , 
955,62970,피피아이 (*),"6,300/ -50","9,308,185/ 0",0,155,244,381,486,219, , , ,11,13,28,27,-65, , , ,7,8,25,28,-50, , , ,243,292,343,389,345, , , ,138,182,212,165,169, , , ,104,110,131,224,176, , , ,104,110,131,224,176, , , ,41,41,41,47,47, , , ,3.04,2.84,8.02,7.68,-13.63, , , ,6.91,7.08,21.13,15.85,-25.02, , , ,84,92,308,339,-538, , , , , , ,28.68,N/A, , , , , , ,4.03,3.51, , , ,"8,278","8,278","8,278","9,308","9,308", , , 
956,327260,RF머트리얼즈 (*),"26,150/ -350","3,998,849/ 0",0, ,114,193,162,182,455,742,865, ,11,46,11,-6,17,74,120, ,9,37,12,-2,-3,49,87, ,117,178,298,586,645,748,855, ,48,47,41,262,300,349,378, ,69,131,257,324,345,399,477, ,69,131,257,292,308,355,423, ,2,12,17,18,18,18,18, , ,25.38,5.04,-0.53,-0.49,7.04,10.85, , ,37.36,6.17,-2.22,5.67,14.18,17.48, ,398,"1,588",432,-170,430,"1,175","1,700", , , ,64.92,N/A,60.8,22.25,15.38, , , ,3.78,3.46,3.4,2.95,2.47, ,"2,254","2,440","3,465","3,597", , , 
957,339950,아이비김영 (*),"4,015/ -150","44,946,655/ 0","6,607",223,255,396,547,599,850,"1,080", ,3,17,59,73,41,106,139, ,1,11,67,64,-8,84,111, ,145,171,251,419,595, , , ,129,145,153,260,310, , , ,16,26,98,160,285, , , ,16,26,96,159,276, , , ,120,120,144,35,42, , , ,0.98,7.12,31.93,19.07,-1.5,14.12, , ,8.03,53.56,106.81,51.13,-2.51,29.73, , ,4,33,163,157,-13,182,240, , , , , ,N/A,22.01,16.71, , , , , ,2.28, , , ,"34,651","34,651","41,635","41,635","42,487", , , 
958,340120,하이제5호스팩 (*),"2,240/ +0","5,020,000/ 0",0, , , ,0,0, , , , , , ,0,0, , , , , , ,0,1, , , , , , ,101,102, , , , , , ,9,9, , , , , , ,92,93, , , , , , ,92,93, , , , , , ,5,5, , , , , , , ,0.59, , , , , , , ,0.65, , , , , , ,-14,12, , , , , , ,N/A,171.61, , , , , , ,1.09,1.12, , , , , , ,"5,020","5,020", , , 
959,288330,브릿지바이오 (*),"12,750/ +0","19,593,634/ 0","8,400",0,0,0,583,63, , , ,-25,-81,-158,6,-196, , , ,-21,-98,-407,13,-192, , , ,131,190,116,797,635, , , ,143,298,576,47,43, , , ,-12,-108,-459,750,592, , , ,-12,-108,-459,750,592, , , ,5,10,10,31,96, , , , ,-60.86,-265.76,2.9,-26.85, , , , ,완전잠식,완전잠식,9.11,-28.65, , , ,-315,"-1,238","-4,739",114,"-1,010", , , , , , ,167.61,N/A, , , , , , ,4.77,4.71, , , ,"5,748","5,748","6,188","18,675","19,181", , , 
960,336570,대신밸런스제8호스팩 (*),"2,395/ -5","5,610,000/ 0","464,945", , , ,0,0, , , , , , ,0,0, , , , , , ,0,0, , , , , , ,113,114, , , , , , ,7,7, , , , , , ,106,107, , , , , , ,106,107, , , , , , ,6,6, , , , , , , ,0.36, , , , , , , ,0.39, , , , , , ,-36,7, , , , , , ,N/A,284.43, , , , , , ,1.06,1.1, , , , , , ,"5,610","5,610", , , 
961,235980,메드팩토 (*),"64,700/ +1,900","20,510,342/ 328,588","36,000", ,0,0,0,0, , , , ,-32,-102,-132,-278, , , , ,-35,-376,-135,-254, , , , ,13,318,807,585, , , , ,116,272,20,28, , , , ,-103,46,787,557, , , , ,-103,46,787,557, , , , ,26,39,50,102, , , , , ,-226.68,-24.02,-36.43, , , , , ,완전잠식,-32.46,-37.72, , , , ,-340,"-2,723",-783,"-1,249", , , , , , ,N/A,N/A, , , , , , ,5.68,42.95, , , , ,"10,214","15,557","20,195","20,343", , , 
962,340360,유안타제6호스팩 (*),"3,950/ -150","40,910,160/ 0",0, , , ,0,0, , , , , , ,0,-1, , , , , , ,0,0, , , , , , ,149,150, , , , , , ,17,17, , , , , , ,133,133, , , , , , ,133,133, , , , , , ,7,7, , , , , , , ,0.12, , , , , , , ,0.13, , , , , , ,-18,3, , , , , , ,N/A,991.22, , , , , , ,1.34,1.33, , , , , , ,"6,845","6,845", , , 
963,226330,신테카바이오 (*),"14,100/ +0","13,500,016/ 0",0, ,0,3,5,6, , , , ,-39,-30,-52,-71, , , , ,-58,37,-230,-65, , , , ,25,121,479,448, , , , ,53,105,18,32, , , , ,-28,16,461,415, , , , ,-28,16,461,415, , , , ,19,20,66,67, , , , , ,51.28,-76.49,-13.99, , , , , ,완전잠식,-96.19,-14.8, , , , ,-712,434,"-2,199",-490, , , , , , ,N/A,N/A, , , , , , ,4.42,7.4, , , , ,"7,798","7,992","13,155","13,362", , , 
964,322510,제이엘케이 (*),"7,230/ -120","15,160,989/ 0","963,802",6,1,4,2,45, , , ,-21,-21,-46,-108,-75, , , ,-25,-84,-63,-106,-76, , , ,145,53,94,387,466, , , ,114,139,33,24,159, , , ,31,-86,61,363,307, , , ,31,-86,61,363,307, , , ,7,5,11,15,15, , , ,-18.52,N/A(IFRS),-85.55,-44.24,-17.92, , , ,-82.97,N/A(IFRS),완전잠식,-50.21,-22.81, , , ,-438,"-1,159",-602,-850,-509, , , , , , ,N/A,N/A, , , , , , ,3.04,5, , , ,"5,000","5,000","11,000","14,924","15,094", , , 
965,124560,태웅로직스 (*),"9,460/ -170","19,536,792/ 0","750,000","1,853","2,548","2,439","2,861","3,413","6,004","5,181","5,699",80,68,117,150,147,356,246,283,47,2,73,96,79,266,177,205,480,586,663,875,"1,226","1,590","1,836","2,112",282,430,448,462,634,745,819,899,199,155,215,413,592,846,"1,017","1,213",199,155,214,412,591,844,"1,012","1,206",15,15,15,18,20,20,20,20,10.35,N/A(IFRS),11.72,12.43,7.55,18.85,10.33,10.39,27.27,N/A(IFRS),39.83,30.62,15.65,36.82,18.97,18.3,316,12,491,631,402,"1,351",901,"1,039", , , ,8.1,12.87,7,10.5,9.1, , , ,2.15,1.67,2.15,1.8,1.51,"15,000","15,000","15,000","17,650","19,537", , , 
966,335870,IBKS제12호스팩 (*),"2,790/ -120","3,120,000/ 0",0, , , ,0,0, , , , , , ,0,-1, , , , , , ,0,0, , , , , , ,72,72, , , , , , ,12,12, , , , , , ,60,60, , , , , , ,60,60, , , , , , ,3,3, , , , , , , ,-0.43, , , , , , , ,-0.52, , , , , , ,-43,-10, , , , , , ,N/A,N/A, , , , , , ,1.04,1.14, , , , , , ,"3,120","3,120", , , 
967,302550,리메드 (*),"27,700/ +400","6,114,616/ 0",0,57,62,80,186,166,213,310,398,5,3,-8,43,17,37,80,103,4,0,-74,44,-18,41,69,86,66,126,215,349,735,"1,092","1,476","1,878",29,84,106,103,487,805,"1,123","1,442",36,42,109,246,248,287,353,436,36,42,109,246,248,287,353,436,11,10,26,29,30,31,31,31, ,N/A(IFRS),-43.28,15.46,-3.38,4.49,5.37,5.13, ,N/A(IFRS),-97.56,24.53,-7.42,15.33,21.56,21.8,98,8,"-1,503",832,-306,672,"1,128","1,406", , ,N/A,15.86,N/A,41.25,24.55,19.69, , ,7.07,3.12,8.03,5.9,4.8,3.88,"4,051","4,051","5,166","5,823","6,089", , , 
968,337450,SK5호스팩 (*),"2,580/ +80","4,310,000/ 0",0, , ,0,0,0, , , , , ,0,0,0, , , , , ,0,0,0, , , , , ,20,98,99, , , , , ,16,15,16, , , , , ,4,83,83, , , , , ,4,83,83, , , , , ,0,4,4, , , , , , ,-0.5,0.24, , , , , , ,-0.68,0.28, , , , , ,-5,-17,5, , , , , , ,N/A,376.99, , , , , , ,1.05,1.06, , , , , ,310,"4,310","4,310", , , 
969,335890,비올 (*),"2,390/ -30","55,979,300/ 0","6,541,947",63,71,63,111,122,165, , ,21,22,8,38,34,48, , ,18,19,8,33,-18, , , ,47,63,75,121,237, , , ,18,15,15,28,40, , , ,29,48,59,93,197, , , ,29,48,59,93,197, , , ,3,2,2,50,55, , , ,56.35,34.94,11.32,33.89,-10.13, , , ,87.47,49.65,14.49,43.5,-12.49,22.32, , ,41,35,14,60,-33,79, , , , , , ,N/A,30.34, , , , , , ,7.15, , , ,"54,740","54,740","54,740","54,740","54,740", , , 
970,290510,코리아센터 (*),"8,800/ -10","76,200,637/ 8,264,462","781,918","1,051","1,332","1,897","2,515","3,030","3,806","4,489","5,087",26,63,96,108,172,250,338,431,31,47,49,70,161,192,268,349,908,"1,038","2,645","3,449","4,067","4,375","4,794","5,274",504,612,"1,298","1,467","1,720","1,833","1,980","2,112",404,426,"1,347","1,981","2,347","2,542","2,814","3,163",404,426,"1,304","1,920","2,270","2,453","2,690","2,993",4,4,22,25,75,79,79,79,N/A(IFRS),4.78,2.65,2.3,4.3,4.54,5.84,6.93,N/A(IFRS),11.22,5.19,3.75,7.17,7.64,9.84,11.69,59,89,67,87,197,222,300,393, , , ,65.6,39.4,39.66,29.38,22.37, , , ,2.25,2.52,2.94,2.68,2.42,"52,260","52,260","63,087","71,720","76,201", , , 
971,336060,유안타제5호스팩 (*),"2,350/ +5","5,930,000/ 0","321,781", , , ,0,0, , , , , , ,0,0, , , , , , ,0,1, , , , , , ,128,129, , , , , , ,13,14, , , , , , ,114,115, , , , , , ,114,115, , , , , , ,6,6, , , , , , , ,0.68, , , , , , , ,0.77, , , , , , ,-6,15, , , , , , ,N/A,138.37, , , , , , ,1.04,1.05, , , , , , ,"5,930","5,930", , , 
972,278650,노터스 (*),"28,700/ +0","7,619,368/ 0","71,714",112,293,372,460,585,644, , ,33,48,60,67,88,106, , ,24,39,39,46,86,95, , ,195,327,437,615,742, , , ,107,162,222,185,192, , , ,88,166,215,430,550, , , ,84,160,207,419,536, , , ,5,6,6,7,8, , , ,15.39,14.99,10.08,8.65,12.65,12.8, , ,42.43,35.37,19.36,13.42,17.38,16.59, , ,402,679,515,597,"1,098","1,168", , , , , ,34.42,22.86,24.57, , , , , ,3.68,3.5, , , ,"5,000","5,000","6,165","7,317","7,619", , , 
973,321550,티움바이오 (*),"22,150/ +350","23,821,926/ 0",0, ,2,11,11,10, , , , ,-42,-52,-80,-133, , , , ,-88,-138,-71,-121, , , , ,101,293,935,854, , , , ,172,6,10,28, , , , ,-71,287,925,825, , , , ,-71,287,925,825, , , , ,5,9,117,119, , , , , ,-69.73,-11.55,-13.56, , , , , ,-126.95,-11.7,-13.85, , , , ,-885,"-1,305",-354,-516, , , , , , ,N/A,N/A, , , , , , ,4.48,6.08, , , , ,"9,578","17,972","23,460","23,784", , , 
974,297090,씨에스베어링 (*),"25,200/ -500","9,580,400/ 0","60,000",453,504,648,"1,026","1,035","1,235","1,617","2,098",66,54,34,103,95,81,149,247,96,32,23,61,57,46,90,172,542,503,611,"1,080","1,275","1,449","1,686","1,892",396,285,334,628,760,707,877,904,146,217,277,452,515,742,809,988,146,217,277,452,515,742,809,988,30,34,40,47,48,52,52,53,18.91,6.19,4.2,7.21,4.85,3.38,5.74,9.61,119.51,17.8,9.46,16.71,11.82,3.5,8.64,19.14,"1,406",473,300,748,601,230,699,"1,795", , , ,11.35,56.44,109.74,36.03,14.04, , , ,1.78,6.31,3.25,2.98,2.44,"6,090","6,840","7,960","9,461","9,580", , , 
975,103840,우양 (*),"5,680/ -40","14,258,000/ 0",0,832,957,"1,074","1,179","1,331", , , ,-4,29,67,60,65, , , ,-25,3,39,34,41, , , ,812,845,928,"1,024","1,224", , , ,619,703,747,689,847, , , ,193,141,181,335,376, , , ,193,141,181,335,376, , , ,12,10,10,13,13, , , ,-3.14,N/A(IFRS),4.44,3.5,3.62, , , ,-12.49,N/A(IFRS),24.41,13.26,11.43, , , ,-209,28,328,283,285, , , , , , ,14.09,20.87, , , , , , ,1.7,2.25, , , ,"10,000","10,000","10,000","12,858","12,858", , , 
976,190650,코리아에셋투자증권 (*),"14,900/ -1,350","6,388,000/ 0","306,151",462,506,551,560,726, , , ,85,84,82,94,163, , , ,61,56,57,65,116, , , ,620,787,786,"2,860","2,680", , , ,192,308,294,"2,163","1,869", , , ,429,479,492,696,810, , , ,429,478,492,696,810, , , ,237,237,237,319,319, , , ,9.35,7.97,7.2,3.55,4.19, , , ,14.3,12.36,11.68,10.89,15.4, , , ,"1,286","1,183","1,195","1,207","1,816", , , , , , ,4.5,5.28, , , , , , ,0.5,0.76, , , ,"4,740","4,740","4,740","6,388","6,388", , , 
977,306040,에스제이그룹 (*),"25,050/ +100","9,865,828/ 0","185,460",393,452,686,"1,095","1,071","1,486","1,810","2,156",45,52,78,164,180,293,357,423,33,3,35,131,156,237,292,349,151,251,376,919,"1,250","1,545","1,885","2,284",77,180,269,224,425,494,558,620,74,71,107,694,825,"1,051","1,327","1,664",74,70,106,694,825,"1,051","1,327","1,664",10,10,10,16,49,49,49,50, ,N/A(IFRS),11.27,20.29,14.43,16.97,17.05,16.75, ,N/A(IFRS),42.83,33.03,20.6,25.28,24.56,23.35,546,71,595,"1,785","1,587","2,404","2,960","3,539", , , ,11.28,9.9,10.42,8.46,7.08, , , ,2.86,1.85,2.32,1.84,1.47,"5,989","5,989","5,989","9,866","9,866", , , 
978,216080,제테마 (*),"35,950/ -400","17,728,759/ 0","12,000",126,82,112,133,207, , , ,21,-40,-46,-107,-56, , , ,8,-56,-158,-147,-93, , , ,194,190,513,623,669, , , ,141,152,563,283,253, , , ,53,38,-50,339,416, , , ,53,38,-50,339,416, , , ,13,13,14,41,88, , , , ,-29.08,-44.84,-25.93,-14.44, , , , ,-122.41,완전잠식,-101.92,-24.71, , , ,77,-524,"-1,300","-1,069",-538, , , , , , ,N/A,N/A, , , , , , ,5.03,9.68, , , ,"10,525","10,745","11,354","16,243","17,566", , , 
